0.14349E-10 0.93160E-13 0.00000E+01 68901 0 0 6401 0.44590E+15 0.00000E+01 0.14349E-10 0.00000E+01 0.00000E+01 0
1 1.6179e-11 1.2144e-12 2.7843 4.8184e-10 1.6179e-11
2 1.438e-11 4.1134e-13 1.5006 1.5433e-10 1.438e-11
3 1.4127e-11 2.3461e-13 1.2321 1.0627e-10 1.4127e-11
4 1.6004e-11 1.1431e-12 2.6494 4.9797e-10 1.6004e-11
5 1.4826e-11 4.2191e-13 1.4929 1.4798e-10 1.4826e-11
6 1.4173e-11 2.4138e-13 1.2635 1.0965e-10 1.4173e-11
7 1.3689e-11 9.4371e-13 2.5574 3.7634e-10 1.3689e-11
8 1.4113e-11 4.1307e-13 1.5355 1.7593e-10 1.4113e-11
9 1.4247e-11 2.4315e-13 1.2661 1.1907e-10 1.4247e-11
10 1.4173e-11 4.489e-13 1.6616 2.0364e-10 1.4173e-11
11 1.4695e-11 2.8965e-13 1.4623 5.3695e-10 1.4695e-11
12 1.4353e-11 1.8013e-13 1.3168 1.2455e-10 1.4353e-11
13 1.5052e-11 1.0654e-12 2.6257 3.2066e-10 1.5052e-11
14 1.4595e-11 4.1884e-13 1.5054 1.5326e-10 1.4595e-11
15 1.447e-11 2.411e-13 1.2362 1.0886e-10 1.447e-11
16 1.602e-11 1.2153e-12 2.8141 7.162e-10 1.602e-11
17 1.3918e-11 4.1513e-13 1.5647 1.7372e-10 1.3918e-11
18 1.4325e-11 2.576e-13 1.3341 2.8398e-10 1.4325e-11
