 0.13055E-13 0.19982E-15 0.00000E+00    12108      990    3      986 0.755E+17 0.10548E-18  0.13055E-13  0.13196E-16  0.13196E-16      986
   1    0.11985E-13    0.68696E-15    0.23820E+01    0.30962E-12    0.11985E-13
   2    0.13127E-13    0.37158E-15    0.16636E+01    0.19184E-12    0.13127E-13
   3    0.13116E-13    0.21042E-15    0.13334E+01    0.14253E-12    0.13116E-13
