0.14349E-14 0.93160E-17 0.00000E+01 68901 0 0 6401 0.44590E+19 0.00000E+01 0.14349E-14 0.00000E+01 0.00000E+01 0
1 1.6179e-15 1.2144e-16 2.7843 4.8184e-14 1.6179e-15
2 1.438e-15 4.1134e-17 1.5006 1.5433e-14 1.438e-15
3 1.4127e-15 2.3461e-17 1.2321 1.0627e-14 1.4127e-15
4 1.6004e-15 1.1431e-16 2.6494 4.9797e-14 1.6004e-15
5 1.4826e-15 4.2191e-17 1.4929 1.4798e-14 1.4826e-15
6 1.4173e-15 2.4138e-17 1.2635 1.0965e-14 1.4173e-15
7 1.3689e-15 9.4371e-17 2.5574 3.7634e-14 1.3689e-15
8 1.4113e-15 4.1307e-17 1.5355 1.7593e-14 1.4113e-15
9 1.4247e-15 2.4315e-17 1.2661 1.1907e-14 1.4247e-15
10 1.4173e-15 4.489e-17 1.6616 2.0364e-14 1.4173e-15
11 1.4695e-15 2.8965e-17 1.4623 5.3695e-14 1.4695e-15
12 1.4353e-15 1.8013e-17 1.3168 1.2455e-14 1.4353e-15
13 1.5052e-15 1.0654e-16 2.6257 3.2066e-14 1.5052e-15
14 1.4595e-15 4.1884e-17 1.5054 1.5326e-14 1.4595e-15
15 1.447e-15 2.411e-17 1.2362 1.0886e-14 1.447e-15
16 1.602e-15 1.2153e-16 2.8141 7.162e-14 1.602e-15
17 1.3918e-15 4.1513e-17 1.5647 1.7372e-14 1.3918e-15
18 1.4325e-15 2.576e-17 1.3341 2.8398e-14 1.4325e-15
